variable,tipo de variable,
Other.manufacturing....of.value.added.in.manufacturing.,Economy...Growth,
"PPP.conversion.factor,.GDP..LCU.per.international.$.",Economy...Growth,
"PPP.conversion.factor,.private.consumption..LCU.per.international.$.",Economy...Growth,
"Personal.remittances,.paid..current.US$.",Economy...Growth,
"Personal.remittances,.received....of.GDP.",Economy...Growth,
"Personal.remittances,.received..current.US$.",Economy...Growth,
"Personal.transfers,.receipts..BoP,.current.US$.",Economy...Growth,
"Portfolio.Investment,.net..BoP,.current.US$.",Economy...Growth,
"Portfolio.equity,.net.inflows..BoP,.current.US$.",Economy...Growth,
Present.value.of.external.debt....of.GNI.,Economy...Growth,
"Present.value.of.external.debt....of.exports.of.goods,.services.and.primary.income.",Economy...Growth,
Present.value.of.external.debt..current.US$.,Economy...Growth,
Price.level.ratio.of.PPP.conversion.factor..GDP..to.market.exchange.rate,Economy...Growth,
"Primary.income.payments..BoP,.current.US$.",Economy...Growth,
"Primary.income.receipts..BoP,.current.US$.",Economy...Growth,
"Reserves.and.related.items..BoP,.current.US$.",Economy...Growth,
"Revenue,.excluding.grants....of.GDP.",Economy...Growth,
"Secondary.income.receipts..BoP,.current.US$.",Economy...Growth,
"Secondary.income,.other.sectors,.payments..BoP,.current.US$.",Economy...Growth,
"Service.exports..BoP,.current.US$.",Economy...Growth,
"Service.imports..BoP,.current.US$.",Economy...Growth,
"Services,.value.added....of.GDP.",Economy...Growth,
"Services,.value.added..annual...growth.",Economy...Growth,
"Services,.value.added..constant.2015.US$.",Economy...Growth,
"Services,.value.added..constant.LCU.",Economy...Growth,
"Services,.value.added..current.LCU.",Economy...Growth,
"Services,.value.added..current.US$.",Economy...Growth,
"Services,.value.added.per.worker..constant.2015.US$.",Economy...Growth,
"Short.term.debt....of.exports.of.goods,.services.and.primary.income.",Economy...Growth,
Short.term.debt....of.total.reserves.,Economy...Growth,
Taxes.less.subsidies.on.products..constant.LCU.,Economy...Growth,
Taxes.less.subsidies.on.products..current.LCU.,Economy...Growth,
Taxes.less.subsidies.on.products..current.US$.,Economy...Growth,
"Technical.cooperation.grants..BoP,.current.US$.",Economy...Growth,
Terms.of.trade.adjustment..constant.LCU.,Economy...Growth,
Textiles.and.clothing....of.value.added.in.manufacturing.,Economy...Growth,
Total.debt.service....of.GNI.,Economy...Growth,
"Total.debt.service....of.exports.of.goods,.services.and.primary.income.",Economy...Growth,
"Total.reserves..includes.gold,.current.US$.",Economy...Growth,
Total.reserves.minus.gold..current.US$.,Economy...Growth,
Trade....of.GDP.,Economy...Growth,
Trade.in.services....of.GDP.,Economy...Growth,
"Transport.services....of.service.exports,.BoP.",Economy...Growth,
"Transport.services....of.service.imports,.BoP.",Economy...Growth,
"Travel.services....of.service.exports,.BoP.",Economy...Growth,
"Travel.services....of.service.imports,.BoP.",Economy...Growth,
,,
,,
,,
,,
,,
"Adjusted.net.enrollment.rate,.primary....of.primary.school.age.children.",Education,
"Adjusted.net.enrollment.rate,.primary,.female....of.primary.school.age.children.",Education,
"Adjusted.net.enrollment.rate,.primary,.male....of.primary.school.age.children.",Education,
Adolescents.out.of.school....of.lower.secondary.school.age.,Education,
"Adolescents.out.of.school,.female....of.female.lower.secondary.school.age.",Education,
"Adolescents.out.of.school,.male....of.male.lower.secondary.school.age.",Education,
Children.out.of.school....of.primary.school.age.,Education,
"Children.out.of.school,.female....of.female.primary.school.age.",Education,
"Children.out.of.school,.male....of.male.primary.school.age.",Education,
"Children.out.of.school,.primary",Education,
"Children.out.of.school,.primary,.female",Education,
"Children.out.of.school,.primary,.male",Education,
"Compulsory.education,.duration..years.",Education,
"Current.education.expenditure,.primary....of.total.expenditure.in.primary.public.institutions.",Education,
"Current.education.expenditure,.secondary....of.total.expenditure.in.secondary.public.institutions.",Education,
"Current.education.expenditure,.tertiary....of.total.expenditure.in.tertiary.public.institutions.",Education,
"Current.education.expenditure,.total....of.total.expenditure.in.public.institutions.",Education,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.female......cumulative.",Education,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.male......cumulative.",Education,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.total......cumulative.",Education,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.total......cumulative.",Education,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.female......cumulative.",Education,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.male......cumulative.",Education,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.total......cumulative.",Education,
Expenditure.on.primary.education....of.government.expenditure.on.education.,Education,
Expenditure.on.secondary.education....of.government.expenditure.on.education.,Education,
Expenditure.on.tertiary.education....of.government.expenditure.on.education.,Education,
"Government.expenditure.on.education,.total....of.GDP.",Education,
"Government.expenditure.on.education,.total....of.government.expenditure.",Education,
"Government.expenditure.per.student,.primary....of.GDP.per.capita.",Education,
"Government.expenditure.per.student,.secondary....of.GDP.per.capita.",Education,
"Government.expenditure.per.student,.tertiary....of.GDP.per.capita.",Education,
"Gross.intake.ratio.in.first.grade.of.primary.education,.female....of.relevant.age.group.",Education,
"Gross.intake.ratio.in.first.grade.of.primary.education,.male....of.relevant.age.group.",Education,
"Gross.intake.ratio.in.first.grade.of.primary.education,.total....of.relevant.age.group.",Education,
"Labor.force,.female....of.total.labor.force.",Education,
"Labor.force,.total",Education,
"Literacy.rate,.adult.female....of.females.ages.15.and.above.",Education,
"Literacy.rate,.adult.male....of.males.ages.15.and.above.",Education,
"Literacy.rate,.adult.total....of.people.ages.15.and.above.",Education,
"Literacy.rate,.youth..ages.15.24.,.gender.parity.index..GPI.",Education,
"Literacy.rate,.youth.female....of.females.ages.15.24.",Education,
"Literacy.rate,.youth.male....of.males.ages.15.24.",Education,
"Literacy.rate,.youth.total....of.people.ages.15.24.",Education,
"Lower.secondary.completion.rate,.female....of.relevant.age.group.",Education,
"Lower.secondary.completion.rate,.male....of.relevant.age.group.",Education,
"Lower.secondary.completion.rate,.total....of.relevant.age.group.",Education,
Lower.secondary.school.starting.age..years.,Education,
Net.intake.rate.in.grade.1....of.official.school.age.population.,Education,
"Net.intake.rate.in.grade.1,.female....of.official.school.age.population.",Education,
"Net.intake.rate.in.grade.1,.male....of.official.school.age.population.",Education,
Number.of.deaths.ages.10.14.years,Education,
Number.of.deaths.ages.15.19.years,Education,
Number.of.deaths.ages.20.24.years,Education,
Number.of.deaths.ages.5.9.years,Education,
"Over.age.students,.primary....of.enrollment.",Education,
"Over.age.students,.primary,.female....of.female.enrollment.",Education,
"Over.age.students,.primary,.male....of.male.enrollment.",Education,
"Persistence.to.grade.5,.female....of.cohort.",Education,
"Persistence.to.grade.5,.male....of.cohort.",Education,
"Persistence.to.grade.5,.total....of.cohort.",Education,
"Persistence.to.last.grade.of.primary,.female....of.cohort.",Education,
"Persistence.to.last.grade.of.primary,.male....of.cohort.",Education,
"Persistence.to.last.grade.of.primary,.total....of.cohort.",Education,
Population.ages.0.14....of.total.population.,Education,
Population.ages.15.64....of.total.population.,Education,
"Preprimary.education,.duration..years.",Education,
"Primary.completion.rate,.female....of.relevant.age.group.",Education,
"Primary.completion.rate,.male....of.relevant.age.group.",Education,
"Primary.completion.rate,.total....of.relevant.age.group.",Education,
"Primary.education,.duration..years.",Education,
"Primary.education,.pupils",Education,
"Primary.education,.pupils....female.",Education,
"Primary.education,.teachers",Education,
"Primary.education,.teachers....female.",Education,
Primary.school.starting.age..years.,Education,
"Probability.of.dying.among.adolescents.ages.10.14.years..per.1,000.",Education,
"Probability.of.dying.among.adolescents.ages.15.19.years..per.1,000.",Education,
"Probability.of.dying.among.children.ages.5.9.years..per.1,000.",Education,
"Probability.of.dying.among.youth.ages.20.24.years..per.1,000.",Education,
Progression.to.secondary.school....,Education,
"Progression.to.secondary.school,.female....",Education,
"Progression.to.secondary.school,.male....",Education,
"Pupil.teacher.ratio,.lower.secondary",Education,
"Pupil.teacher.ratio,.preprimary",Education,
"Pupil.teacher.ratio,.primary",Education,
"Pupil.teacher.ratio,.secondary",Education,
"Pupil.teacher.ratio,.tertiary",Education,
"Pupil.teacher.ratio,.upper.secondary",Education,
"Repeaters,.primary,.female....of.female.enrollment.",Education,
"Repeaters,.primary,.male....of.male.enrollment.",Education,
"Repeaters,.primary,.total....of.total.enrollment.",Education,
"School.enrollment,.preprimary....gross.",Education,
"School.enrollment,.preprimary,.female....gross.",Education,
"School.enrollment,.preprimary,.male....gross.",Education,
"School.enrollment,.primary....gross.",Education,
"School.enrollment,.primary....net.",Education,
"School.enrollment,.primary..gross.,.gender.parity.index..GPI.",Education,
"School.enrollment,.primary.and.secondary..gross.,.gender.parity.index..GPI.",Education,
"School.enrollment,.primary,.female....gross.",Education,
"School.enrollment,.primary,.female....net.",Education,
"School.enrollment,.primary,.male....gross.",Education,
"School.enrollment,.primary,.male....net.",Education,
"School.enrollment,.primary,.private....of.total.primary.",Education,
"School.enrollment,.secondary....gross.",Education,
"School.enrollment,.secondary....net.",Education,
"School.enrollment,.secondary..gross.,.gender.parity.index..GPI.",Education,
"School.enrollment,.secondary,.female....gross.",Education,
"School.enrollment,.secondary,.female....net.",Education,
"School.enrollment,.secondary,.male....gross.",Education,
"School.enrollment,.secondary,.male....net.",Education,
"School.enrollment,.secondary,.private....of.total.secondary.",Education,
"School.enrollment,.tertiary....gross.",Education,
"School.enrollment,.tertiary..gross.,.gender.parity.index..GPI.",Education,
"School.enrollment,.tertiary,.female....gross.",Education,
"School.enrollment,.tertiary,.male....gross.",Education,
"Secondary.education,.duration..years.",Education,
"Secondary.education,.general.pupils",Education,
"Secondary.education,.general.pupils....female.",Education,
"Secondary.education,.pupils",Education,
"Secondary.education,.pupils....female.",Education,
"Secondary.education,.teachers",Education,
"Secondary.education,.teachers....female.",Education,
"Secondary.education,.teachers,.female",Education,
"Secondary.education,.vocational.pupils",Education,
"Secondary.education,.vocational.pupils....female.",Education,
"Tertiary.education,.academic.staff....female.",Education,
Trained.teachers.in.lower.secondary.education....of.total.teachers.,Education,
"Trained.teachers.in.lower.secondary.education,.female....of.female.teachers.",Education,
"Trained.teachers.in.lower.secondary.education,.male....of.male.teachers.",Education,
Trained.teachers.in.preprimary.education....of.total.teachers.,Education,
"Trained.teachers.in.preprimary.education,.female....of.female.teachers.",Education,
"Trained.teachers.in.preprimary.education,.male....of.male.teachers.",Education,
Trained.teachers.in.primary.education....of.total.teachers.,Education,
"Trained.teachers.in.primary.education,.female....of.female.teachers.",Education,
"Trained.teachers.in.primary.education,.male....of.male.teachers.",Education,
Trained.teachers.in.secondary.education....of.total.teachers.,Education,
"Trained.teachers.in.secondary.education,.female....of.female.teachers.",Education,
"Trained.teachers.in.secondary.education,.male....of.male.teachers.",Education,
Trained.teachers.in.upper.secondary.education....of.total.teachers.,Education,
"Trained.teachers.in.upper.secondary.education,.female....of.female.teachers.",Education,
"Trained.teachers.in.upper.secondary.education,.male....of.male.teachers.",Education,
"Unemployment,.female....of.female.labor.force...modeled.ILO.estimate.",Education,
"Unemployment,.male....of.male.labor.force...modeled.ILO.estimate.",Education,
"Unemployment,.total....of.total.labor.force...modeled.ILO.estimate.",Education,
,,
,,
,,
,,
,,
Access.to.electricity....of.population.,Energy...Mining,
"Access.to.electricity,.rural....of.rural.population.",Energy...Mining,
"Access.to.electricity,.urban....of.urban.population.",Energy...Mining,
Adjusted.savings:.energy.depletion....of.GNI.,Energy...Mining,
Adjusted.savings:.energy.depletion..current.US$.,Energy...Mining,
Adjusted.savings:.mineral.depletion....of.GNI.,Energy...Mining,
Adjusted.savings:.mineral.depletion..current.US$.,Energy...Mining,
Adjusted.savings:.natural.resources.depletion....of.GNI.,Energy...Mining,
Alternative.and.nuclear.energy....of.total.energy.use.,Energy...Mining,
CO2.emissions.from.gaseous.fuel.consumption....of.total.,Energy...Mining,
CO2.emissions.from.liquid.fuel.consumption..kt.,Energy...Mining,
Combustible.renewables.and.waste....of.total.energy.,Energy...Mining,
Electric.power.consumption..kWh.per.capita.,Energy...Mining,
Electric.power.transmission.and.distribution.losses....of.output.,Energy...Mining,
Electricity.production.from.coal.sources....of.total.,Energy...Mining,
Electricity.production.from.hydroelectric.sources....of.total.,Energy...Mining,
Electricity.production.from.natural.gas.sources....of.total.,Energy...Mining,
Electricity.production.from.nuclear.sources....of.total.,Energy...Mining,
Electricity.production.from.oil.sources....of.total.,Energy...Mining,
"Electricity.production.from.oil,.gas.and.coal.sources....of.total.",Energy...Mining,
"Electricity.production.from.renewable.sources,.excluding.hydroelectric....of.total.",Energy...Mining,
"Electricity.production.from.renewable.sources,.excluding.hydroelectric..kWh.",Energy...Mining,
"Energy.imports,.net....of.energy.use.",Energy...Mining,
Energy.intensity.level.of.primary.energy..MJ/$2017.PPP.GDP.,Energy...Mining,
Energy.related.methane.emissions....of.total.,Energy...Mining,
Energy.use..kg.of.oil.equivalent.per.capita.,Energy...Mining,
"Energy.use..kg.of.oil.equivalent..per.$1,000.GDP..constant.2017.PPP.",Energy...Mining,
Firms.using.banks.to.finance.investment....of.firms.,Energy...Mining,
Fossil.fuel.energy.consumption....of.total.,Energy...Mining,
Fuel.exports....of.merchandise.exports.,Energy...Mining,
Fuel.imports....of.merchandise.imports.,Energy...Mining,
GDP.per.unit.of.energy.use..PPP.$.per.kg.of.oil.equivalent.,Energy...Mining,
GDP.per.unit.of.energy.use..constant.2017.PPP.$.per.kg.of.oil.equivalent.,Energy...Mining,
Investment.in.energy.with.private.participation..current.US$.,Energy...Mining,
Methane.emissions.in.energy.sector..thousand.metric.tons.of.CO2.equivalent.,Energy...Mining,
Mineral.rents....of.GDP.,Energy...Mining,
Natural.gas.rents....of.GDP.,Energy...Mining,
Nitrous.oxide.emissions.in.energy.sector....of.total.,Energy...Mining,
Nitrous.oxide.emissions.in.energy.sector..thousand.metric.tons.of.CO2.equivalent.,Energy...Mining,
Oil.rents....of.GDP.,Energy...Mining,
Ores.and.metals.exports....of.merchandise.exports.,Energy...Mining,
Ores.and.metals.imports....of.merchandise.imports.,Energy...Mining,
Pump.price.for.diesel.fuel..US$.per.liter.,Energy...Mining,
Pump.price.for.gasoline..US$.per.liter.,Energy...Mining,
Renewable.electricity.output....of.total.electricity.output.,Energy...Mining,
Renewable.energy.consumption....of.total.final.energy.consumption.,Energy...Mining,
Time.required.to.get.electricity..days.,Energy...Mining,
Time.to.obtain.an.electrical.connection..days.,Energy...Mining,
Total.natural.resources.rents....of.GDP.,Energy...Mining,
Value.lost.due.to.electrical.outages....of.sales.for.affected.firms.,Energy...Mining,
,,
,,
,,
Access.to.clean.fuels.and.technologies.for.cooking....of.population.,Environment,
"Access.to.clean.fuels.and.technologies.for.cooking,.rural....of.rural.population.",Environment,
"Access.to.clean.fuels.and.technologies.for.cooking,.urban....of.urban.population.",Environment,
Access.to.electricity....of.population.,Environment,
"Adjusted.net.savings,.excluding.particulate.emission.damage....of.GNI.",Environment,
"Adjusted.net.savings,.excluding.particulate.emission.damage..current.US$.",Environment,
"Adjusted.net.savings,.including.particulate.emission.damage....of.GNI.",Environment,
"Adjusted.net.savings,.including.particulate.emission.damage..current.US$.",Environment,
Adjusted.savings:.carbon.dioxide.damage....of.GNI.,Environment,
Adjusted.savings:.carbon.dioxide.damage..current.US$.,Environment,
Adjusted.savings:.consumption.of.fixed.capital....of.GNI.,Environment,
Adjusted.savings:.consumption.of.fixed.capital..current.US$.,Environment,
Adjusted.savings:.education.expenditure....of.GNI.,Environment,
Adjusted.savings:.education.expenditure..current.US$.,Environment,
Adjusted.savings:.energy.depletion....of.GNI.,Environment,
Adjusted.savings:.energy.depletion..current.US$.,Environment,
Adjusted.savings:.gross.savings....of.GNI.,Environment,
Adjusted.savings:.mineral.depletion....of.GNI.,Environment,
Adjusted.savings:.mineral.depletion..current.US$.,Environment,
Adjusted.savings:.net.forest.depletion....of.GNI.,Environment,
Adjusted.savings:.net.forest.depletion..current.US$.,Environment,
Adjusted.savings:.net.national.savings....of.GNI.,Environment,
Adjusted.savings:.net.national.savings..current.US$.,Environment,
Adjusted.savings:.particulate.emission.damage....of.GNI.,Environment,
Adjusted.savings:.particulate.emission.damage..current.US$.,Environment,
Agricultural.land....of.land.area.,Environment,
Agricultural.methane.emissions....of.total.,Environment,
Agricultural.methane.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
Agricultural.nitrous.oxide.emissions....of.total.,Environment,
Agricultural.nitrous.oxide.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
"Annual.freshwater.withdrawals,.agriculture....of.total.freshwater.withdrawal.",Environment,
"Annual.freshwater.withdrawals,.domestic....of.total.freshwater.withdrawal.",Environment,
"Annual.freshwater.withdrawals,.industry....of.total.freshwater.withdrawal.",Environment,
"Annual.freshwater.withdrawals,.total....of.internal.resources.",Environment,
"Annual.freshwater.withdrawals,.total..billion.cubic.meters.",Environment,
Aquaculture.production..metric.tons.,Environment,
Arable.land....of.land.area.,Environment,
Average.precipitation.in.depth..mm.per.year.,Environment,
"Bird.species,.threatened",Environment,
CO2.emissions..kg.per.2015.US$.of.GDP.,Environment,
CO2.emissions..kg.per.2017.PPP.$.of.GDP.,Environment,
CO2.emissions..kg.per.PPP.$.of.GDP.,Environment,
CO2.emissions..kt.,Environment,
CO2.emissions..metric.tons.per.capita.,Environment,
"CO2.emissions.from.electricity.and.heat.production,.total....of.total.fuel.combustion.",Environment,
CO2.emissions.from.gaseous.fuel.consumption....of.total.,Environment,
CO2.emissions.from.gaseous.fuel.consumption..kt.,Environment,
CO2.emissions.from.liquid.fuel.consumption....of.total.,Environment,
CO2.emissions.from.liquid.fuel.consumption..kt.,Environment,
CO2.emissions.from.manufacturing.industries.and.construction....of.total.fuel.combustion.,Environment,
"CO2.emissions.from.other.sectors,.excluding.residential.buildings.and.commercial.and.public.services....of.total.fuel.combustion.",Environment,
CO2.emissions.from.residential.buildings.and.commercial.and.public.services....of.total.fuel.combustion.,Environment,
CO2.emissions.from.solid.fuel.consumption....of.total.,Environment,
CO2.emissions.from.solid.fuel.consumption..kt.,Environment,
CO2.emissions.from.transport....of.total.fuel.combustion.,Environment,
CO2.intensity..kg.per.kg.of.oil.equivalent.energy.use.,Environment,
Capture.fisheries.production..metric.tons.,Environment,
Coal.rents....of.GDP.,Environment,
Disaster.risk.reduction.progress.score..1.5.scale,.5.best.,Environment
"Droughts,.floods,.extreme.temperatures....of.population,.average.1990.2009.",Environment,
"Electricity.production.from.oil,.gas.and.coal.sources....of.total.",Environment,
"Electricity.production.from.renewable.sources,.excluding.hydroelectric....of.total.",Environment,
"Electricity.production.from.renewable.sources,.excluding.hydroelectric..kWh.",Environment,
Energy.intensity.level.of.primary.energy..MJ/$2017.PPP.GDP.,Environment,
Energy.related.methane.emissions....of.total.,Environment,
"Fish.species,.threatened",Environment,
Forest.area....of.land.area.,Environment,
Forest.area..sq..km.,Environment,
Forest.rents....of.GDP.,Environment,
GHG.net.emissions/removals.by.LUCF..Mt.of.CO2.equivalent.,Environment,
HFC.gas.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
Land.area..sq..km.,Environment,
Land.area.where.elevation.is.below.5.meters....of.total.land.area.,Environment,
Level.of.water.stress:.freshwater.withdrawal.as.a.proportion.of.available.freshwater.resources,Environment,
"Mammal.species,.threatened",Environment,
Marine.protected.areas....of.territorial.waters.,Environment,
Methane.emissions....change.from.1990.,Environment,
Methane.emissions..kt.of.CO2.equivalent.,Environment,
Methane.emissions.in.energy.sector..thousand.metric.tons.of.CO2.equivalent.,Environment,
Mineral.rents....of.GDP.,Environment,
"Mortality.rate.attributed.to.household.and.ambient.air.pollution,.age.standardized..per.100,000.population.",Environment,
"Mortality.rate.attributed.to.unintentional.poisoning..per.100,000.population.",Environment,
"Mortality.rate.attributed.to.unintentional.poisoning,.female..per.100,000.female.population.",Environment,
"Mortality.rate.attributed.to.unintentional.poisoning,.male..per.100,000.male.population.",Environment,
"Mortality.rate.attributed.to.unsafe.water,.unsafe.sanitation.and.lack.of.hygiene..per.100,000.population.",Environment,
Natural.gas.rents....of.GDP.,Environment,
Nitrous.oxide.emissions....change.from.1990.,Environment,
Nitrous.oxide.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
Nitrous.oxide.emissions.in.energy.sector....of.total.,Environment,
Nitrous.oxide.emissions.in.energy.sector..thousand.metric.tons.of.CO2.equivalent.,Environment,
Oil.rents....of.GDP.,Environment,
Other.greenhouse.gas.emissions....change.from.1990.,Environment,
"Other.greenhouse.gas.emissions,.HFC,.PFC.and.SF6..thousand.metric.tons.of.CO2.equivalent.",Environment,
PFC.gas.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
"PM2.5.air.pollution,.mean.annual.exposure..micrograms.per.cubic.meter.",Environment,
"PM2.5.air.pollution,.population.exposed.to.levels.exceeding.WHO.guideline.value....of.total.",Environment,
"PM2.5.pollution,.population.exposed.to.levels.exceeding.WHO.Interim.Target.1.value....of.total.",Environment,
"PM2.5.pollution,.population.exposed.to.levels.exceeding.WHO.Interim.Target.2.value....of.total.",Environment,
"PM2.5.pollution,.population.exposed.to.levels.exceeding.WHO.Interim.Target.3.value....of.total.",Environment,
People.practicing.open.defecation....of.population.,Environment,
"People.practicing.open.defecation,.rural....of.rural.population.",Environment,
"People.practicing.open.defecation,.urban....of.urban.population.",Environment,
People.using.at.least.basic.drinking.water.services....of.population.,Environment,
"People.using.at.least.basic.drinking.water.services,.rural....of.rural.population.",Environment,
"People.using.at.least.basic.drinking.water.services,.urban....of.urban.population.",Environment,
People.using.at.least.basic.sanitation.services....of.population.,Environment,
"People.using.at.least.basic.sanitation.services,.rural....of.rural.population.",Environment,
"People.using.at.least.basic.sanitation.services,.urban....of.urban.population.",Environment,
People.using.safely.managed.drinking.water.services....of.population.,Environment,
"People.using.safely.managed.drinking.water.services,.rural....of.rural.population.",Environment,
"People.using.safely.managed.drinking.water.services,.urban....of.urban.population.",Environment,
People.using.safely.managed.sanitation.services....of.population.,Environment,
"People.using.safely.managed.sanitation.services,.rural....of.rural.population.",Environment,
"People.using.safely.managed.sanitation.services,.urban....of.urban.population.",Environment,
People.with.basic.handwashing.facilities.including.soap.and.water....of.population.,Environment,
"People.with.basic.handwashing.facilities.including.soap.and.water,.rural....of.rural.population.",Environment,
"People.with.basic.handwashing.facilities.including.soap.and.water,.urban....of.urban.population.",Environment,
"Plant.species..higher.,.threatened",Environment,
Population.living.in.areas.where.elevation.is.below.5.meters....of.total.population.,Environment,
Population.living.in.slums....of.urban.population.,Environment,
Renewable.electricity.output....of.total.electricity.output.,Environment,
Renewable.energy.consumption....of.total.final.energy.consumption.,Environment,
Renewable.internal.freshwater.resources.per.capita..cubic.meters.,Environment,
"Renewable.internal.freshwater.resources,.total..billion.cubic.meters.",Environment,
Rural.land.area..sq..km.,Environment,
Rural.land.area.where.elevation.is.below.5.meters....of.total.land.area.,Environment,
Rural.land.area.where.elevation.is.below.5.meters..sq..km.,Environment,
Rural.population.living.in.areas.where.elevation.is.below.5.meters....of.total.population.,Environment,
SF6.gas.emissions..thousand.metric.tons.of.CO2.equivalent.,Environment,
Surface.area..sq..km.,Environment,
Terrestrial.and.marine.protected.areas....of.total.territorial.area.,Environment,
Terrestrial.protected.areas....of.total.land.area.,Environment,
Total.fisheries.production..metric.tons.,Environment,
Total.greenhouse.gas.emissions....change.from.1990.,Environment,
Total.greenhouse.gas.emissions..kt.of.CO2.equivalent.,Environment,
Total.natural.resources.rents....of.GDP.,Environment,
Urban.land.area..sq..km.,Environment,
Urban.land.area.where.elevation.is.below.5.meters....of.total.land.area.,Environment,
Urban.land.area.where.elevation.is.below.5.meters..sq..km.,Environment,
Urban.population.living.in.areas.where.elevation.is.below.5.meters....of.total.population.,Environment,
"Water.productivity,.total..constant.2015.US$.GDP.per.cubic.meter.of.total.freshwater.withdrawal.",Environment,
,,
,,
,,
,,
,,
"Commercial.banks.and.other.lending..PPG.+.PNG...NFL,.current.US$.",External.Debt,
"Current.account.balance..BoP,.current.US$.",External.Debt,
"Debt.service..PPG.and.IMF.only,...of.exports.of.goods,.services.and.primary.income.",External.Debt,
"Debt.service.on.external.debt,.public.and.publicly.guaranteed..PPG...TDS,.current.US$.",External.Debt,
"Debt.service.on.external.debt,.total..TDS,.current.US$.",External.Debt,
"Exports.of.goods,.services.and.primary.income..BoP,.current.US$.",External.Debt,
External.debt.stocks....of.GNI.,External.Debt,
"External.debt.stocks,.long.term..DOD,.current.US$.",External.Debt,
"External.debt.stocks,.private.nonguaranteed..PNG...DOD,.current.US$.",External.Debt,
"External.debt.stocks,.public.and.publicly.guaranteed..PPG...DOD,.current.US$.",External.Debt,
"External.debt.stocks,.short.term..DOD,.current.US$.",External.Debt,
"External.debt.stocks,.total..DOD,.current.US$.",External.Debt,
"Foreign.direct.investment,.net.inflows..BoP,.current.US$.",External.Debt,
GNI..current.US$.,External.Debt,
"Grants,.excluding.technical.cooperation..BoP,.current.US$.",External.Debt,
"IBRD.loans.and.IDA.credits..DOD,.current.US$.",External.Debt,
"IFC,.private.nonguaranteed..NFL,.current.US$.",External.Debt,
"IMF.repurchases.and.charges..TDS,.current.US$.",External.Debt,
"Imports.of.goods,.services.and.primary.income..BoP,.current.US$.",External.Debt,
Multilateral.debt.service....of.public.and.publicly.guaranteed.debt.service.,External.Debt,
"Multilateral.debt.service..TDS,.current.US$.",External.Debt,
Net.ODA.received....of.GNI.,External.Debt,
Net.ODA.received.per.capita..current.US$.,External.Debt,
"Net.financial.flows,.IBRD..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.IDA..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.IMF.concessional..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.IMF.nonconcessional..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.RDB.concessional..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.RDB.nonconcessional..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.bilateral..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.multilateral..NFL,.current.US$.",External.Debt,
"Net.financial.flows,.others..NFL,.current.US$.",External.Debt,
"Net.flows.on.external.debt,.private.nonguaranteed..PNG...NFL,.current.US$.",External.Debt,
Net.official.development.assistance.received..current.US$.,External.Debt,
